LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN1707900000000,17,79,Jasper County, IL,10/1/2021,4752,4601,151,3.2,0
CN1708100000000,17,81,Jefferson County, IL,10/1/2021,16476,15689,787,4.8,0
CN1708300000000,17,83,Jersey County, IL,10/1/2021,10446,10103,343,3.3,0
CN1708500000000,17,85,Jo Daviess County, IL,10/1/2021,10579,10237,342,3.2,0
CN1708700000000,17,87,Johnson County, IL,10/1/2021,4101,3903,198,4.8,0
CN1708900000000,17,89,Kane County, IL,10/1/2021,255129,243745,11384,4.5,0
CN1709100000000,17,91,Kankakee County, IL,10/1/2021,52791,50134,2657,5,0
CN1709300000000,17,93,Kendall County, IL,10/1/2021,67890,65252,2638,3.9,0
CN1709500000000,17,95,Knox County, IL,10/1/2021,20435,19354,1081,5.3,0
CN1709700000000,17,97,Lake County, IL,10/1/2021,357526,343171,14355,4,0
CN1709900000000,17,99,LaSalle County, IL,10/1/2021,50466,48173,2293,4.5,0
CN1710100000000,17,101,Lawrence County, IL,10/1/2021,5636,5370,266,4.7,0
CN1710300000000,17,103,Lee County, IL,10/1/2021,16909,16330,579,3.4,0
CN1710500000000,17,105,Livingston County, IL,10/1/2021,15892,15329,563,3.5,0
CN1710700000000,17,107,Logan County, IL,10/1/2021,11901,11466,435,3.7,0
CN1710900000000,17,109,McDonough County, IL,10/1/2021,12848,12371,477,3.7,0
CN1711100000000,17,111,McHenry County, IL,10/1/2021,162037,155902,6135,3.8,0
CN1711300000000,17,113,McLean County, IL,10/1/2021,83493,80457,3036,3.6,0
CN1711500000000,17,115,Macon County, IL,10/1/2021,46387,43558,2829,6.1,0
CN1711700000000,17,117,Macoupin County, IL,10/1/2021,21940,21181,759,3.5,0
CN1711900000000,17,119,Madison County, IL,10/1/2021,128092,123217,4875,3.8,0
CN1712100000000,17,121,Marion County, IL,10/1/2021,16424,15666,758,4.6,0
CN1712300000000,17,123,Marshall County, IL,10/1/2021,5119,4903,216,4.2,0
CN1712500000000,17,125,Mason County, IL,10/1/2021,5884,5648,236,4,0
CN1712700000000,17,127,Massac County, IL,10/1/2021,5174,4948,226,4.4,0
CN1712900000000,17,129,Menard County, IL,10/1/2021,6090,5903,187,3.1,0
CN1713100000000,17,131,Mercer County, IL,10/1/2021,7744,7490,254,3.3,0
CN1713300000000,17,133,Monroe County, IL,10/1/2021,18142,17689,453,2.5,0
CN1713500000000,17,135,Montgomery County, IL,10/1/2021,11128,10661,467,4.2,0
CN1713700000000,17,137,Morgan County, IL,10/1/2021,15581,14990,591,3.8,0
CN1713900000000,17,139,Moultrie County, IL,10/1/2021,7431,7232,199,2.7,0
CN1714100000000,17,141,Ogle County, IL,10/1/2021,23856,22817,1039,4.4,0
CN1714300000000,17,143,Peoria County, IL,10/1/2021,80936,76279,4657,5.8,0
CN1714500000000,17,145,Perry County, IL,10/1/2021,7919,7557,362,4.6,0
CN1714700000000,17,147,Piatt County, IL,10/1/2021,8910,8652,258,2.9,0
CN1714900000000,17,149,Pike County, IL,10/1/2021,6779,6562,217,3.2,0
CN1715100000000,17,151,Pope County, IL,10/1/2021,1665,1603,62,3.7,0
CN1715300000000,17,153,Pulaski County, IL,10/1/2021,1804,1679,125,6.9,0
CN1715500000000,17,155,Putnam County, IL,10/1/2021,2870,2761,109,3.8,0
CN1715700000000,17,157,Randolph County, IL,10/1/2021,13607,13156,451,3.3,0
CN1715900000000,17,159,Richland County, IL,10/1/2021,7105,6868,237,3.3,0
CN1716100000000,17,161,Rock Island County, IL,10/1/2021,67661,64739,2922,4.3,0
CN1716300000000,17,163,St. Clair County, IL,10/1/2021,121452,115547,5905,4.9,0
CN1716500000000,17,165,Saline County, IL,10/1/2021,9264,8769,495,5.3,0
CN1716700000000,17,167,Sangamon County, IL,10/1/2021,95132,90966,4166,4.4,0
CN1716900000000,17,169,Schuyler County, IL,10/1/2021,3043,2952,91,3,0
CN1717100000000,17,171,Scott County, IL,10/1/2021,2368,2292,76,3.2,0
CN1717300000000,17,173,Shelby County, IL,10/1/2021,10202,9881,321,3.1,0
CN1717500000000,17,175,Stark County, IL,10/1/2021,2419,2322,97,4,0
CN1717700000000,17,177,Stephenson County, IL,10/1/2021,21225,20350,875,4.1,0
CN1717900000000,17,179,Tazewell County, IL,10/1/2021,60465,58158,2307,3.8,0
CN1718100000000,17,181,Union County, IL,10/1/2021,7075,6765,310,4.4,0
CN1718300000000,17,183,Vermilion County, IL,10/1/2021,32219,30587,1632,5.1,0
CN1718500000000,17,185,Wabash County, IL,10/1/2021,5601,5407,194,3.5,0
CN1718700000000,17,187,Warren County, IL,10/1/2021,8034,7757,277,3.4,0
CN1718900000000,17,189,Washington County, IL,10/1/2021,9805,9597,208,2.1,0
CN1719100000000,17,191,Wayne County, IL,10/1/2021,6767,6520,247,3.7,0
CN1719300000000,17,193,White County, IL,10/1/2021,5911,5680,231,3.9,0
CN1719500000000,17,195,Whiteside County, IL,10/1/2021,27350,26358,992,3.6,0
CN1719700000000,17,197,Will County, IL,10/1/2021,350732,334071,16661,4.8,0
CN1719900000000,17,199,Williamson County, IL,10/1/2021,31832,30460,1372,4.3,0
CN1720100000000,17,201,Winnebago County, IL,10/1/2021,130785,121441,9344,7.1,0
CN1720300000000,17,203,Woodford County, IL,10/1/2021,17902,17362,540,3,0
CN1800100000000,18,1,Adams County, IN,10/1/2021,16922,16644,278,1.6,1
CN1800300000000,18,3,Allen County, IN,10/1/2021,182824,178217,4607,2.5,1
CN1800500000000,18,5,Bartholomew County, IN,10/1/2021,44280,43411,869,2,1
CN1800700000000,18,7,Benton County, IN,10/1/2021,4458,4373,85,1.9,1
CN1800900000000,18,9,Blackford County, IN,10/1/2021,4789,4669,120,2.5,1
CN1801100000000,18,11,Boone County, IN,10/1/2021,36336,35759,577,1.6,1
CN1801300000000,18,13,Brown County, IN,10/1/2021,7622,7458,164,2.2,1
CN1801500000000,18,15,Carroll County, IN,10/1/2021,10056,9856,200,2,1
CN1801700000000,18,17,Cass County, IN,10/1/2021,17144,16715,429,2.5,1
CN1801900000000,18,19,Clark County, IN,10/1/2021,60952,59513,1439,2.4,1
CN1802100000000,18,21,Clay County, IN,10/1/2021,11299,10986,313,2.8,1
CN1802300000000,18,23,Clinton County, IN,10/1/2021,17042,16706,336,2,1
CN1802500000000,18,25,Crawford County, IN,10/1/2021,4787,4669,118,2.5,1
CN1802700000000,18,27,Daviess County, IN,10/1/2021,16614,16325,289,1.7,1
CN1802900000000,18,29,Dearborn County, IN,10/1/2021,25331,24794,537,2.1,1
CN1803100000000,18,31,Decatur County, IN,10/1/2021,14878,14587,291,2,1
CN1803300000000,18,33,DeKalb County, IN,10/1/2021,21882,21458,424,1.9,1
CN1803500000000,18,35,Delaware County, IN,10/1/2021,52057,50560,1497,2.9,1
CN1803700000000,18,37,Dubois County, IN,10/1/2021,22059,21698,361,1.6,1
CN1803900000000,18,39,Elkhart County, IN,10/1/2021,116743,114637,2106,1.8,1
CN1804100000000,18,41,Fayette County, IN,10/1/2021,8602,8313,289,3.4,1
CN1804300000000,18,43,Floyd County, IN,10/1/2021,41120,40299,821,2,1
CN1804500000000,18,45,Fountain County, IN,10/1/2021,7800,7641,159,2,1
CN1804700000000,18,47,Franklin County, IN,10/1/2021,11344,11114,230,2,1
CN1804900000000,18,49,Fulton County, IN,10/1/2021,9468,9242,226,2.4,1
CN1805100000000,18,51,Gibson County, IN,10/1/2021,19277,18923,354,1.8,1
CN1805300000000,18,53,Grant County, IN,10/1/2021,31480,30650,830,2.6,1
CN1805500000000,18,55,Greene County, IN,10/1/2021,13568,13218,350,2.6,1
CN1805700000000,18,57,Hamilton County, IN,10/1/2021,185798,182745,3053,1.6,1
CN1805900000000,18,59,Hancock County, IN,10/1/2021,40705,39920,785,1.9,1
CN1806100000000,18,61,Harrison County, IN,10/1/2021,19966,19557,409,2,1
CN1806300000000,18,63,Hendricks County, IN,10/1/2021,90500,88834,1666,1.8,1
CN1806500000000,18,65,Henry County, IN,10/1/2021,21578,21037,541,2.5,1
CN1806700000000,18,67,Howard County, IN,10/1/2021,35448,33929,1519,4.3,1
CN1806900000000,18,69,Huntington County, IN,10/1/2021,18077,17732,345,1.9,1
CN1807100000000,18,71,Jackson County, IN,10/1/2021,23349,22868,481,2.1,1
CN1807300000000,18,73,Jasper County, IN,10/1/2021,15372,15005,367,2.4,1
CN1807500000000,18,75,Jay County, IN,10/1/2021,8880,8693,187,2.1,1
CN1807700000000,18,77,Jefferson County, IN,10/1/2021,14798,14470,328,2.2,1
CN1807900000000,18,79,Jennings County, IN,10/1/2021,13378,13038,340,2.5,1
CN1808100000000,18,81,Johnson County, IN,10/1/2021,82940,81379,1561,1.9,1
CN1808300000000,18,83,Knox County, IN,10/1/2021,18367,17973,394,2.1,1
CN1808500000000,18,85,Kosciusko County, IN,10/1/2021,40391,39595,796,2,1
CN1808700000000,18,87,LaGrange County, IN,10/1/2021,20804,20493,311,1.5,1
CN1808900000000,18,89,Lake County, IN,10/1/2021,218726,209398,9328,4.3,1
CN1809100000000,18,91,LaPorte County, IN,10/1/2021,46422,44847,1575,3.4,1
CN1809300000000,18,93,Lawrence County, IN,10/1/2021,20727,20221,506,2.4,1
CN1809500000000,18,95,Madison County, IN,10/1/2021,58403,56714,1689,2.9,1
CN1809700000000,18,97,Marion County, IN,10/1/2021,493215,477910,15305,3.1,1
CN1809900000000,18,99,Marshall County, IN,10/1/2021,22676,22220,456,2,1
CN1810100000000,18,101,Martin County, IN,10/1/2021,5404,5311,93,1.7,1
CN1810300000000,18,103,Miami County, IN,10/1/2021,14735,14265,470,3.2,1
CN1810500000000,18,105,Monroe County, IN,10/1/2021,69281,67753,1528,2.2,1
CN1810700000000,18,107,Montgomery County, IN,10/1/2021,18401,18046,355,1.9,1
CN1810900000000,18,109,Morgan County, IN,10/1/2021,36111,35374,737,2,1
CN1811100000000,18,111,Newton County, IN,10/1/2021,6549,6386,163,2.5,1
CN1811300000000,18,113,Noble County, IN,10/1/2021,21657,21148,509,2.4,1
CN1811500000000,18,115,Ohio County, IN,10/1/2021,3147,3090,57,1.8,1
CN1811700000000,18,117,Orange County, IN,10/1/2021,8254,8006,248,3,1
CN1811900000000,18,119,Owen County, IN,10/1/2021,9138,8903,235,2.6,1
CN1812100000000,18,121,Parke County, IN,10/1/2021,6999,6854,145,2.1,1
CN1812300000000,18,123,Perry County, IN,10/1/2021,8810,8621,189,2.1,1
CN1812500000000,18,125,Pike County, IN,10/1/2021,5812,5674,138,2.4,1
CN1812700000000,18,127,Porter County, IN,10/1/2021,82276,80094,2182,2.7,1
CN1812900000000,18,129,Posey County, IN,10/1/2021,12606,12365,241,1.9,1
CN1813100000000,18,131,Pulaski County, IN,10/1/2021,6290,6155,135,2.1,1
CN1813300000000,18,133,Putnam County, IN,10/1/2021,16422,16061,361,2.2,1
CN1813500000000,18,135,Randolph County, IN,10/1/2021,12246,12003,243,2,1
CN1813700000000,18,137,Ripley County, IN,10/1/2021,13439,13154,285,2.1,1
CN1813900000000,18,139,Rush County, IN,10/1/2021,8876,8691,185,2.1,1
CN1814100000000,18,141,St. Joseph County, IN,10/1/2021,133644,129940,3704,2.8,1
CN1814300000000,18,143,Scott County, IN,10/1/2021,10367,10069,298,2.9,1
CN1814500000000,18,145,Shelby County, IN,10/1/2021,22978,22477,501,2.2,1
CN1814700000000,18,147,Spencer County, IN,10/1/2021,10580,10377,203,1.9,1
CN1814900000000,18,149,Starke County, IN,10/1/2021,9519,9240,279,2.9,1
CN1815100000000,18,151,Steuben County, IN,10/1/2021,20138,19776,362,1.8,1
CN1815300000000,18,153,Sullivan County, IN,10/1/2021,7746,7534,212,2.7,1
CN1815500000000,18,155,Switzerland County, IN,10/1/2021,4681,4571,110,2.3,1
CN1815700000000,18,157,Tippecanoe County, IN,10/1/2021,98176,95913,2263,2.3,1
CN1815900000000,18,159,Tipton County, IN,10/1/2021,9196,8997,199,2.2,1
CN1816100000000,18,161,Union County, IN,10/1/2021,3484,3431,53,1.5,1
CN1816300000000,18,163,Vanderburgh County, IN,10/1/2021,88299,85861,2438,2.8,1
CN1816500000000,18,165,Vermillion County, IN,10/1/2021,6456,6265,191,3,1
CN1816700000000,18,167,Vigo County, IN,10/1/2021,44723,43333,1390,3.1,1
CN1816900000000,18,169,Wabash County, IN,10/1/2021,14741,14421,320,2.2,1
CN1817100000000,18,171,Warren County, IN,10/1/2021,4085,4010,75,1.8,1
CN1817300000000,18,173,Warrick County, IN,10/1/2021,30940,30313,627,2,1
CN1817500000000,18,175,Washington County, IN,10/1/2021,13468,13171,297,2.2,1
CN1817700000000,18,177,Wayne County, IN,10/1/2021,29185,28405,780,2.7,1
CN1817900000000,18,179,Wells County, IN,10/1/2021,14041,13786,255,1.8,1
CN1818100000000,18,181,White County, IN,10/1/2021,13503,13256,247,1.8,1
CN1818300000000,18,183,Whitley County, IN,10/1/2021,17138,16819,319,1.9,1
CN1900100000000,19,1,Adair County, IA,10/1/2021,4307,4215,92,2.1,1
CN1900300000000,19,3,Adams County, IA,10/1/2021,1994,1949,45,2.3,1
CN1900500000000,19,5,Allamakee County, IA,10/1/2021,7007,6826,181,2.6,1
CN1900700000000,19,7,Appanoose County, IA,10/1/2021,5911,5723,188,3.2,1
CN1900900000000,19,9,Audubon County, IA,10/1/2021,3008,2941,67,2.2,1
CN1901100000000,19,11,Benton County, IA,10/1/2021,12780,12391,389,3,1
CN1901300000000,19,13,Black Hawk County, IA,10/1/2021,66931,64821,2110,3.2,1
CN1901500000000,19,15,Boone County, IA,10/1/2021,14566,14195,371,2.5,1
CN1901700000000,19,17,Bremer County, IA,10/1/2021,13577,13271,306,2.3,1
CN1901900000000,19,19,Buchanan County, IA,10/1/2021,10990,10714,276,2.5,1
CN1902100000000,19,21,Buena Vista County, IA,10/1/2021,11863,11619,244,2.1,1
CN1902300000000,19,23,Butler County, IA,10/1/2021,7703,7510,193,2.5,1
CN1902500000000,19,25,Calhoun County, IA,10/1/2021,4119,4002,117,2.8,1
CN1902700000000,19,27,Carroll County, IA,10/1/2021,10482,10244,238,2.3,1
CN1902900000000,19,29,Cass County, IA,10/1/2021,6736,6565,171,2.5,1
CN1903100000000,19,31,Cedar County, IA,10/1/2021,10272,10008,264,2.6,1
CN1903300000000,19,33,Cerro Gordo County, IA,10/1/2021,22946,22277,669,2.9,1
CN1903500000000,19,35,Cherokee County, IA,10/1/2021,6172,6033,139,2.3,1
CN1903700000000,19,37,Chickasaw County, IA,10/1/2021,6325,6173,152,2.4,1
CN1903900000000,19,39,Clarke County, IA,10/1/2021,4792,4656,136,2.8,1
CN1904100000000,19,41,Clay County, IA,10/1/2021,8118,7895,223,2.7,1
CN1904300000000,19,43,Clayton County, IA,10/1/2021,9501,9196,305,3.2,1
CN1904500000000,19,45,Clinton County, IA,10/1/2021,21425,20604,821,3.8,1
CN1904700000000,19,47,Crawford County, IA,10/1/2021,7724,7454,270,3.5,1
CN1904900000000,19,49,Dallas County, IA,10/1/2021,51055,49992,1063,2.1,1
CN1905100000000,19,51,Davis County, IA,10/1/2021,4092,3992,100,2.4,1
CN1905300000000,19,53,Decatur County, IA,10/1/2021,4483,4380,103,2.3,1
CN1905500000000,19,55,Delaware County, IA,10/1/2021,10319,10084,235,2.3,1
CN1905700000000,19,57,Des Moines County, IA,10/1/2021,18111,17252,859,4.7,1
CN1905900000000,19,59,Dickinson County, IA,10/1/2021,9420,9160,260,2.8,1
CN1906100000000,19,61,Dubuque County, IA,10/1/2021,54939,53186,1753,3.2,1
CN1906300000000,19,63,Emmet County, IA,10/1/2021,4859,4726,133,2.7,1
CN1906500000000,19,65,Fayette County, IA,10/1/2021,10356,10050,306,3,1
CN1906700000000,19,67,Floyd County, IA,10/1/2021,8086,7860,226,2.8,1
CN1906900000000,19,69,Franklin County, IA,10/1/2021,5513,5377,136,2.5,1
CN1907100000000,19,71,Fremont County, IA,10/1/2021,3736,3646,90,2.4,1
CN1907300000000,19,73,Greene County, IA,10/1/2021,5365,5236,129,2.4,1
CN1907500000000,19,75,Grundy County, IA,10/1/2021,6273,6114,159,2.5,1
CN1907700000000,19,77,Guthrie County, IA,10/1/2021,5500,5340,160,2.9,1
CN1907900000000,19,79,Hamilton County, IA,10/1/2021,6757,6550,207,3.1,1
CN1908100000000,19,81,Hancock County, IA,10/1/2021,5670,5511,159,2.8,1
CN1908300000000,19,83,Hardin County, IA,10/1/2021,7627,7404,223,2.9,1
CN1908500000000,19,85,Harrison County, IA,10/1/2021,7154,6961,193,2.7,1
CN1908700000000,19,87,Henry County, IA,10/1/2021,9849,9562,287,2.9,1
CN1908900000000,19,89,Howard County, IA,10/1/2021,4980,4861,119,2.4,1
CN1909100000000,19,91,Humboldt County, IA,10/1/2021,4945,4826,119,2.4,1
CN1909300000000,19,93,Ida County, IA,10/1/2021,3892,3811,81,2.1,1
CN1909500000000,19,95,Iowa County, IA,10/1/2021,9890,9656,234,2.4,1
CN1909700000000,19,97,Jackson County, IA,10/1/2021,10466,10102,364,3.5,1
CN1909900000000,19,99,Jasper County, IA,10/1/2021,19065,18498,567,3,1
CN1910100000000,19,101,Jefferson County, IA,10/1/2021,9639,9334,305,3.2,1
CN1910300000000,19,103,Johnson County, IA,10/1/2021,82857,80654,2203,2.7,1
CN1910500000000,19,105,Jones County, IA,10/1/2021,10035,9744,291,2.9,1
CN1910700000000,19,107,Keokuk County, IA,10/1/2021,4998,4844,154,3.1,1
CN1910900000000,19,109,Kossuth County, IA,10/1/2021,7961,7766,195,2.4,1
CN1911100000000,19,111,Lee County, IA,10/1/2021,15277,14641,636,4.2,1
CN1911300000000,19,113,Linn County, IA,10/1/2021,116692,112582,4110,3.5,1
CN1911500000000,19,115,Louisa County, IA,10/1/2021,5913,5735,178,3,1
CN1911700000000,19,117,Lucas County, IA,10/1/2021,4740,4636,104,2.2,1
CN1911900000000,19,119,Lyon County, IA,10/1/2021,6870,6753,117,1.7,1
CN1912100000000,19,121,Madison County, IA,10/1/2021,8491,8234,257,3,1
CN1912300000000,19,123,Mahaska County, IA,10/1/2021,11747,11449,298,2.5,1
CN1912500000000,19,125,Marion County, IA,10/1/2021,18521,18104,417,2.3,1
CN1912700000000,19,127,Marshall County, IA,10/1/2021,16768,16124,644,3.8,1
CN1912900000000,19,129,Mills County, IA,10/1/2021,7260,7076,184,2.5,1
CN1913100000000,19,131,Mitchell County, IA,10/1/2021,6164,6040,124,2,1
CN1913300000000,19,133,Monona County, IA,10/1/2021,4257,4131,126,3,1
CN1913500000000,19,135,Monroe County, IA,10/1/2021,3914,3797,117,3,1
CN1913700000000,19,137,Montgomery County, IA,10/1/2021,4760,4625,135,2.8,1
CN1913900000000,19,139,Muscatine County, IA,10/1/2021,20298,19626,672,3.3,1
CN1914100000000,19,141,O'Brien County, IA,10/1/2021,7929,7751,178,2.2,1
CN1914300000000,19,143,Osceola County, IA,10/1/2021,3489,3426,63,1.8,1
CN1914500000000,19,145,Page County, IA,10/1/2021,6111,5931,180,2.9,1
CN1914700000000,19,147,Palo Alto County, IA,10/1/2021,4373,4267,106,2.4,1
CN1914900000000,19,149,Plymouth County, IA,10/1/2021,14234,13920,314,2.2,1
CN1915100000000,19,151,Pocahontas County, IA,10/1/2021,4423,4331,92,2.1,1
CN1915300000000,19,153,Polk County, IA,10/1/2021,269861,261684,8177,3,1
CN1915500000000,19,155,Pottawattamie County, IA,10/1/2021,47557,46219,1338,2.8,1
CN1915700000000,19,157,Poweshiek County, IA,10/1/2021,10246,9952,294,2.9,1
CN1915900000000,19,159,Ringgold County, IA,10/1/2021,2372,2313,59,2.5,1
CN1916100000000,19,161,Sac County, IA,10/1/2021,5111,4987,124,2.4,1
CN1916300000000,19,163,Scott County, IA,10/1/2021,87481,84152,3329,3.8,1
CN1916500000000,19,165,Shelby County, IA,10/1/2021,6153,6016,137,2.2,1
CN1916700000000,19,167,Sioux County, IA,10/1/2021,20654,20305,349,1.7,1
CN1916900000000,19,169,Story County, IA,10/1/2021,58387,57136,1251,2.1,1
CN1917100000000,19,171,Tama County, IA,10/1/2021,9046,8802,244,2.7,1
CN1917300000000,19,173,Taylor County, IA,10/1/2021,3001,2933,68,2.3,1
CN1917500000000,19,175,Union County, IA,10/1/2021,5962,5780,182,3.1,1
CN1917700000000,19,177,Van Buren County, IA,10/1/2021,3619,3519,100,2.8,1
CN1917900000000,19,179,Wapello County, IA,10/1/2021,17231,16619,612,3.6,1
CN1918100000000,19,181,Warren County, IA,10/1/2021,28350,27632,718,2.5,1
CN1918300000000,19,183,Washington County, IA,10/1/2021,11349,11062,287,2.5,1
CN1918500000000,19,185,Wayne County, IA,10/1/2021,2746,2670,76,2.8,1
CN1918700000000,19,187,Webster County, IA,10/1/2021,18436,17860,576,3.1,1
CN1918900000000,19,189,Winnebago County, IA,10/1/2021,4873,4737,136,2.8,1
CN1919100000000,19,191,Winneshiek County, IA,10/1/2021,11914,11630,284,2.4,1
CN1919300000000,19,193,Woodbury County, IA,10/1/2021,53975,52395,1580,2.9,1
CN1919500000000,19,195,Worth County, IA,10/1/2021,3997,3882,115,2.9,1
CN1919700000000,19,197,Wright County, IA,10/1/2021,6869,6659,210,3.1,1
CN2000100000000,20,1,Allen County, KS,10/1/2021,6712,6514,198,2.9,0
CN2000300000000,20,3,Anderson County, KS,10/1/2021,4640,4519,121,2.6,0
CN2000500000000,20,5,Atchison County, KS,10/1/2021,6707,6455,252,3.8,0
CN2000700000000,20,7,Barber County, KS,10/1/2021,2334,2285,49,2.1,0
CN2000900000000,20,9,Barton County, KS,10/1/2021,13461,13061,400,3,0
CN2001100000000,20,11,Bourbon County, KS,10/1/2021,6614,6376,238,3.6,0
CN2001300000000,20,13,Brown County, KS,10/1/2021,5205,5058,147,2.8,0
CN2001500000000,20,15,Butler County, KS,10/1/2021,32208,31071,1137,3.5,0
CN2001700000000,20,17,Chase County, KS,10/1/2021,1361,1332,29,2.1,0
CN2001900000000,20,19,Chautauqua County, KS,10/1/2021,1510,1451,59,3.9,0
CN2002100000000,20,21,Cherokee County, KS,10/1/2021,10011,9719,292,2.9,0
CN2002300000000,20,23,Cheyenne County, KS,10/1/2021,1306,1278,28,2.1,0
CN2002500000000,20,25,Clark County, KS,10/1/2021,1185,1162,23,1.9,0
CN2002700000000,20,27,Clay County, KS,10/1/2021,3798,3696,102,2.7,0
CN2002900000000,20,29,Cloud County, KS,10/1/2021,3946,3835,111,2.8,0
CN2003100000000,20,31,Coffey County, KS,10/1/2021,4161,4022,139,3.3,0
CN2003300000000,20,33,Comanche County, KS,10/1/2021,884,861,23,2.6,0
CN2003500000000,20,35,Cowley County, KS,10/1/2021,16909,16310,599,3.5,0
CN2003700000000,20,37,Crawford County, KS,10/1/2021,19141,18518,623,3.3,0
CN2003900000000,20,39,Decatur County, KS,10/1/2021,1235,1196,39,3.2,0
CN2004100000000,20,41,Dickinson County, KS,10/1/2021,9466,9169,297,3.1,0
CN2004300000000,20,43,Doniphan County, KS,10/1/2021,4166,4061,105,2.5,0
CN2004500000000,20,45,Douglas County, KS,10/1/2021,65882,63858,2024,3.1,0
CN2004700000000,20,47,Edwards County, KS,10/1/2021,1472,1440,32,2.2,0
CN2004900000000,20,49,Elk County, KS,10/1/2021,1158,1122,36,3.1,0
CN2005100000000,20,51,Ellis County, KS,10/1/2021,17541,17206,335,1.9,0
CN2005300000000,20,53,Ellsworth County, KS,10/1/2021,2663,2601,62,2.3,0
CN2005500000000,20,55,Finney County, KS,10/1/2021,20526,20072,454,2.2,0
CN2005700000000,20,57,Ford County, KS,10/1/2021,17911,17495,416,2.3,0
CN2005900000000,20,59,Franklin County, KS,10/1/2021,14600,14152,448,3.1,0
CN2006100000000,20,61,Geary County, KS,10/1/2021,11370,10863,507,4.5,0
CN2006300000000,20,63,Gove County, KS,10/1/2021,1491,1462,29,1.9,0
CN2006500000000,20,65,Graham County, KS,10/1/2021,1176,1144,32,2.7,0
CN2006700000000,20,67,Grant County, KS,10/1/2021,2957,2853,104,3.5,0
CN2006900000000,20,69,Gray County, KS,10/1/2021,3312,3249,63,1.9,0
CN2007100000000,20,71,Greeley County, KS,10/1/2021,842,831,11,1.3,0
CN2007300000000,20,73,Greenwood County, KS,10/1/2021,3108,3017,91,2.9,0
CN2007500000000,20,75,Hamilton County, KS,10/1/2021,1708,1682,26,1.5,0
CN2007700000000,20,77,Harper County, KS,10/1/2021,2729,2655,74,2.7,0
CN2007900000000,20,79,Harvey County, KS,10/1/2021,16887,16382,505,3,0
CN2008100000000,20,81,Haskell County, KS,10/1/2021,2245,2197,48,2.1,0
CN2008300000000,20,83,Hodgeman County, KS,10/1/2021,1065,1043,22,2.1,0
CN2008500000000,20,85,Jackson County, KS,10/1/2021,7074,6879,195,2.8,0
CN2008700000000,20,87,Jefferson County, KS,10/1/2021,10120,9794,326,3.2,0
CN2008900000000,20,89,Jewell County, KS,10/1/2021,1250,1219,31,2.5,0
CN2009100000000,20,91,Johnson County, KS,10/1/2021,348321,338959,9362,2.7,0
CN2009300000000,20,93,Kearny County, KS,10/1/2021,2061,2019,42,2,0
CN2009500000000,20,95,Kingman County, KS,10/1/2021,3343,3238,105,3.1,0
CN2009700000000,20,97,Kiowa County, KS,10/1/2021,1230,1198,32,2.6,0
CN2009900000000,20,99,Labette County, KS,10/1/2021,9616,9267,349,3.6,0
CN2010100000000,20,101,Lane County, KS,10/1/2021,781,762,19,2.4,0
CN2010300000000,20,103,Leavenworth County, KS,10/1/2021,37394,36158,1236,3.3,0
CN2010500000000,20,105,Lincoln County, KS,10/1/2021,1740,1700,40,2.3,0
CN2010700000000,20,107,Linn County, KS,10/1/2021,4438,4246,192,4.3,0
CN2010900000000,20,109,Logan County, KS,10/1/2021,1683,1654,29,1.7,0
CN2011100000000,20,111,Lyon County, KS,10/1/2021,17238,16747,491,2.8,0
CN2011300000000,20,113,McPherson County, KS,10/1/2021,17327,16961,366,2.1,0
CN2011500000000,20,115,Marion County, KS,10/1/2021,6010,5859,151,2.5,0
CN2011700000000,20,117,Marshall County, KS,10/1/2021,5447,5343,104,1.9,0
CN2011900000000,20,119,Meade County, KS,10/1/2021,2186,2138,48,2.2,0
CN2012100000000,20,121,Miami County, KS,10/1/2021,18064,17539,525,2.9,0
CN2012300000000,20,123,Mitchell County, KS,10/1/2021,3476,3406,70,2,0
CN2012500000000,20,125,Montgomery County, KS,10/1/2021,14670,14083,587,4,0
CN2012700000000,20,127,Morris County, KS,10/1/2021,3094,3015,79,2.6,0
CN2012900000000,20,129,Morton County, KS,10/1/2021,1197,1161,36,3,0
CN2013100000000,20,131,Nemaha County, KS,10/1/2021,5596,5486,110,2,0
CN2013300000000,20,133,Neosho County, KS,10/1/2021,6176,5904,272,4.4,0
CN2013500000000,20,135,Ness County, KS,10/1/2021,1285,1253,32,2.5,0
CN2013700000000,20,137,Norton County, KS,10/1/2021,2707,2654,53,2,0
CN2013900000000,20,139,Osage County, KS,10/1/2021,7916,7667,249,3.1,0
CN2014100000000,20,141,Osborne County, KS,10/1/2021,2005,1959,46,2.3,0
CN2014300000000,20,143,Ottawa County, KS,10/1/2021,3038,2947,91,3,0
CN2014500000000,20,145,Pawnee County, KS,10/1/2021,2849,2783,66,2.3,0
CN2014700000000,20,147,Phillips County, KS,10/1/2021,2659,2588,71,2.7,0
CN2014900000000,20,149,Pottawatomie County, KS,10/1/2021,11932,11608,324,2.7,0
CN2015100000000,20,151,Pratt County, KS,10/1/2021,4940,4832,108,2.2,0
CN2015300000000,20,153,Rawlins County, KS,10/1/2021,1629,1595,34,2.1,0
CN2015500000000,20,155,Reno County, KS,10/1/2021,30077,29051,1026,3.4,0
